news_source,agree_disagree,bias_rating,news_source_internal_url,agree,disagree,perc_agree,rating_num
WBKO 13,agree disagree 12/13,center,https://www.allsides.com/news-source/wbko-13-media-bias,12,13,0.48,3.0
WBOC Delaware,agree disagree 6/6,center,https://www.allsides.com/news-source/wboc-delaware-media-bias,6,6,0.5,3.0
WBOY 12,agree disagree 17/18,center,https://www.allsides.com/news-source/wboy-12-media-bias,17,18,0.4857142857142857,3.0
WBUR,agree disagree 69/78,center,https://www.allsides.com/news-source/wbur-media-bias,69,78,0.46938775510204084,3.0
WCAI,agree disagree 6/8,left-center,https://www.allsides.com/news-source/wcai-media-bias,6,8,0.42857142857142855,2.0
WCAX 3,agree disagree 21/17,center,https://www.allsides.com/news-source/wcax-3-media-bias,21,17,0.5526315789473685,3.0
WCBD 2,agree disagree 6/4,center,https://www.allsides.com/news-source/wcbd-2-media-bias,6,4,0.6,3.0
WCIA,agree disagree 18/19,center,https://www.allsides.com/news-source/wcia-media-bias,18,19,0.4864864864864865,3.0
WCPO 9,agree disagree 17/16,center,https://www.allsides.com/news-source/wcpo-9-media-bias,17,16,0.5151515151515151,3.0
WCPT,agree disagree 13/13,left-center,https://www.allsides.com/news-source/wcpt-media-bias,13,13,0.5,2.0
WCVB,agree disagree 46/52,center,https://www.allsides.com/news-source/wcvb-media-bias,46,52,0.46938775510204084,3.0
WDEL,agree disagree 12/14,center,https://www.allsides.com/news-source/wdel-media-bias,12,14,0.46153846153846156,3.0
WDIO,agree disagree 17/15,center,https://www.allsides.com/news-source/wdio-media-bias,17,15,0.53125,3.0
WDIV 4 Click On Detroit,agree disagree 23/20,center,https://www.allsides.com/news-source/wdiv-4-media-bias,23,20,0.5348837209302325,3.0
WDIY,agree disagree 5/7,center,https://www.allsides.com/news-source/wdiy-media-bias,5,7,0.4166666666666667,3.0
WDSU,agree disagree 30/33,center,https://www.allsides.com/news-source/wdsu-media-bias,30,33,0.47619047619047616,3.0
WDTN 2,agree disagree 13/16,center,https://www.allsides.com/news-source/wdtn-2-media-bias,13,16,0.4482758620689655,3.0
WDTV 5,agree disagree 13/13,center,https://www.allsides.com/news-source/wdtv-5-media-bias,13,13,0.5,3.0
Weatherford Democrat,agree disagree 10/8,center,https://www.allsides.com/news-source/weatherford-democrat-media-bias,10,8,0.5555555555555556,3.0
WEHT/WTVW,agree disagree 14/16,center,https://www.allsides.com/news-source/wehtwtvw-media-bias,14,16,0.4666666666666667,3.0
WEMU,agree disagree 9/14,center,https://www.allsides.com/news-source/wemu-media-bias,9,14,0.391304347826087,3.0
WESA,agree disagree 2/2,center,https://www.allsides.com/news-source/wesa-media-bias,2,2,0.5,3.0
WESH 2,agree disagree 21/21,center,https://www.allsides.com/news-source/wesh-2-media-bias,21,21,0.5,3.0
West Hawaii Today,agree disagree 27/26,center,https://www.allsides.com/news-source/west-hawaii-today-media-bias,27,26,0.5094339622641509,3.0
West Texas Tribune,agree disagree 14/8,center,https://www.allsides.com/news-source/west-texas-tribune-media-bias,14,8,0.6363636363636364,3.0
West Virginia Public Broadcasting,agree disagree 10/38,center,https://www.allsides.com/news-source/west-virginia-public-broadcasting-media-bias,10,38,0.20833333333333334,3.0
Weston Democrat,agree disagree 9/10,center,https://www.allsides.com/news-source/weston-democrat-media-bias,9,10,0.47368421052631576,3.0
WFAE,agree disagree 236/258,center,https://www.allsides.com/news-source/wfae,236,258,0.4777327935222672,3.0
WFLA,agree disagree 14/17,center,https://www.allsides.com/news-source/wfla-media-bias,14,17,0.45161290322580644,3.0
WFMZ 69,agree disagree 18/17,center,https://www.allsides.com/news-source/wfmz-69-media-bias,18,17,0.5142857142857142,3.0
WFSA,agree disagree 18/23,left-center,https://www.allsides.com/news-source/wfsa-media-bias,18,23,0.43902439024390244,2.0
WFSB,agree disagree 16/14,center,https://www.allsides.com/news-source/wfsb-media-bias,16,14,0.5333333333333333,3.0
WFSU,agree disagree 11/14,center,https://www.allsides.com/news-source/wfsu-media-bias,11,14,0.44,3.0
WFYI,agree disagree 16/19,left-center,https://www.allsides.com/news-source/wfyi-media-bias,16,19,0.45714285714285713,2.0
WGAL 8,agree disagree 13/15,center,https://www.allsides.com/news-source/wgal-8-media-bias,13,15,0.4642857142857143,3.0
WGBH,agree disagree 475/465,center,https://www.allsides.com/news-source/wgbh,475,465,0.5053191489361702,3.0
WGME 13,agree disagree 9/10,center,https://www.allsides.com/news-source/wgme-13-media-bias,9,10,0.47368421052631576,3.0
WGN,agree disagree 271/282,center,https://www.allsides.com/news-source/wgn-media-bias,271,282,0.49005424954792043,3.0
WGVU,agree disagree 5/8,center,https://www.allsides.com/news-source/wgvu-media-bias,5,8,0.38461538461538464,3.0
Whatfinger News,agree disagree 288/230,right,https://www.allsides.com/news-source/whatfinger-news-media-bias,288,230,0.555984555984556,5.0
WHBC 1480,agree disagree 8/9,center,https://www.allsides.com/news-source/whbc-1480-media-bias,8,9,0.47058823529411764,3.0
WHDH 7,agree disagree 18/21,center,https://www.allsides.com/news-source/whdh-7-media-bias,18,21,0.46153846153846156,3.0
WHIO 7,agree disagree 13/12,center,https://www.allsides.com/news-source/whio-7-media-bias,13,12,0.52,3.0
Whitehouse.gov,agree disagree 602/816,left-center,https://www.allsides.com/news-source/whitehousegov,602,816,0.4245416078984485,2.0
Whittier Daily News,agree disagree 58/67,center,https://www.allsides.com/news-source/whittier-daily-news-media-bias,58,67,0.464,3.0
WHNT 19,agree disagree 15/14,center,https://www.allsides.com/news-source/whnt-19-media-bias,15,14,0.5172413793103449,3.0
WHO Radio 1040,agree disagree 13/16,center,https://www.allsides.com/news-source/who-radio-1040-media-bias,13,16,0.4482758620689655,3.0
WHOP,agree disagree 9/12,center,https://www.allsides.com/news-source/whop-media-bias,9,12,0.42857142857142855,3.0
WHYY,agree disagree 30/18,center,https://www.allsides.com/news-source/whyy-media-bias,30,18,0.625,3.0
WIBW 13,agree disagree 15/20,center,https://www.allsides.com/news-source/wibw-13-media-bias,15,20,0.42857142857142855,3.0
Wicked Local,agree disagree 11/10,center,https://www.allsides.com/news-source/wicked-local-media-bias,11,10,0.5238095238095238,3.0
Will Reusch,agree disagree 10/11,center,https://www.allsides.com/news-source/will-reusch-media-bias,10,11,0.47619047619047616,3.0
Willam A. Galston,agree disagree 163/150,left-center,https://www.allsides.com/news-source/willam-galston,163,150,0.5207667731629393,2.0
William Barr,agree disagree 22/28,right-center,https://www.allsides.com/news-source/william-barr-media-bias,22,28,0.44,4.0
William Bennett,agree disagree 194/265,right,https://www.allsides.com/news-source/william-bennett,194,265,0.4226579520697168,5.0
William McGurn,agree disagree 147/104,right,https://www.allsides.com/news-source/william-mcgurn,147,104,0.5856573705179283,5.0
Williamson Herald,agree disagree 8/10,center,https://www.allsides.com/news-source/williamson-herald-media-bias,8,10,0.4444444444444444,3.0
WILX 10,agree disagree 16/18,center,https://www.allsides.com/news-source/wilx-10-media-bias,16,18,0.47058823529411764,3.0
Winona Daily,agree disagree 15/16,center,https://www.allsides.com/news-source/winona-daily-media-bias,15,16,0.4838709677419355,3.0
Winona Times,agree disagree 10/10,center,https://www.allsides.com/news-source/winona-times-media-bias,10,10,0.5,3.0
Wired,agree disagree 573/987,center,https://www.allsides.com/news-source/wired,573,987,0.36730769230769234,3.0
WIS 10,agree disagree 17/18,center,https://www.allsides.com/news-source/wis-10-media-bias,17,18,0.4857142857142857,3.0
Wis Politics,agree disagree 18/18,center,https://www.allsides.com/news-source/wis-politics-media-bias,18,18,0.5,3.0
Wisconsin Examiner,agree disagree 14/16,left-center,https://www.allsides.com/news-source/wisconsin-examiner-media-bias,14,16,0.4666666666666667,2.0
Wisconsin Gazette,agree disagree 286/266,left-center,https://www.allsides.com/news-source/wisconsin-gazette,286,266,0.5181159420289855,2.0
Wisconsin Law Journal,agree disagree 9/23,center,https://www.allsides.com/news-source/wisconsin-law-journal-media-bias,9,23,0.28125,3.0
Wisconsin Public Radio,agree disagree 14/45,center,https://www.allsides.com/news-source/wisconsin-public-radio-media-bias,14,45,0.23728813559322035,3.0
Wisconsin Rapids Tribune,agree disagree 14/13,center,https://www.allsides.com/news-source/wisconsin-rapids-tribune-media-bias,14,13,0.5185185185185185,3.0
Wisconsin State Journal,agree disagree 27/22,center,https://www.allsides.com/news-source/wisconsin-state-journal-media-bias,27,22,0.5510204081632653,3.0
Wisconsin Watch,agree disagree 15/18,left-center,https://www.allsides.com/news-source/wisconsin-watch-media-bias,15,18,0.45454545454545453,2.0
Wish TV,agree disagree 21/17,center,https://www.allsides.com/news-source/wish-tv-media-bias,21,17,0.5526315789473685,3.0
WITN,agree disagree 13/12,center,https://www.allsides.com/news-source/witn-media-bias,13,12,0.52,3.0
WIVB 4,agree disagree 19/18,center,https://www.allsides.com/news-source/wivb-4-media-bias,19,18,0.5135135135135135,3.0
WIZM,agree disagree 11/14,center,https://www.allsides.com/news-source/wizm-media-bias,11,14,0.44,3.0
WJAR 10,agree disagree 12/12,center,https://www.allsides.com/news-source/wjar-10-media-bias,12,12,0.5,3.0
WJCT News,agree disagree 9/15,center,https://www.allsides.com/news-source/wjct-news-media-bias,9,15,0.375,3.0
WJHG,agree disagree 20/20,center,https://www.allsides.com/news-source/wjhg-media-bias,20,20,0.5,3.0
WJON,agree disagree 17/19,center,https://www.allsides.com/news-source/wjon-media-bias,17,19,0.4722222222222222,3.0
WJTV 12,agree disagree 13/11,center,https://www.allsides.com/news-source/wjtv-12-media-bias,13,11,0.5416666666666666,3.0
WKAR,agree disagree 14/16,center,https://www.allsides.com/news-source/wkar-media-bias,14,16,0.4666666666666667,3.0
WKBN 27,agree disagree 17/16,center,https://www.allsides.com/news-source/wkbn-27-media-bias,17,16,0.5151515151515151,3.0
WKRC 12,agree disagree 22/19,center,https://www.allsides.com/news-source/wkrc-12-media-bias,22,19,0.5365853658536586,3.0
WKRN News 2,agree disagree 14/20,center,https://www.allsides.com/news-source/wkrn-news-2-media-bias,14,20,0.4117647058823529,3.0
WKTN,agree disagree 5/6,center,https://www.allsides.com/news-source/wktn-media-bias,5,6,0.45454545454545453,3.0
WKTV 2,agree disagree 11/12,center,https://www.allsides.com/news-source/wktv-2-media-bias,11,12,0.4782608695652174,3.0
WKYC 3,agree disagree 18/20,center,https://www.allsides.com/news-source/wkyc-3-media-bias,18,20,0.47368421052631576,3.0
WKYT,agree disagree 13/12,center,https://www.allsides.com/news-source/wkyt-media-bias,13,12,0.52,3.0
WLBT 3,agree disagree 14/17,center,https://www.allsides.com/news-source/wlbt-3-media-bias,14,17,0.45161290322580644,3.0
WLNS,agree disagree 17/17,center,https://www.allsides.com/news-source/wlns-media-bias,17,17,0.5,3.0
WLOX 13,agree disagree 14/12,center,https://www.allsides.com/news-source/wlox-13-media-bias,14,12,0.5384615384615384,3.0
WMAR 2,agree disagree 9/13,center,https://www.allsides.com/news-source/wmar-2-media-bias,9,13,0.4090909090909091,3.0
WMNF,agree disagree 10/9,left-center,https://www.allsides.com/news-source/wmnf-media-bias,10,9,0.5263157894736842,2.0
WMTW 8,agree disagree 11/11,center,https://www.allsides.com/news-source/wmtw-8-media-bias,11,11,0.5,3.0
WND,agree disagree 938/393,right,https://www.allsides.com/news-source/wnd-media-bias,938,393,0.70473328324568,5.0
WNDU 16,agree disagree 14/15,center,https://www.allsides.com/news-source/wndu-16-media-bias,14,15,0.4827586206896552,3.0
WNKY 40,agree disagree 13/12,center,https://www.allsides.com/news-source/wnky-40-media-bias,13,12,0.52,3.0
WNYC,agree disagree 13/25,left-center,https://www.allsides.com/news-source/wnyc-new-jersey-public-radio-media-bias,13,25,0.34210526315789475,2.0
WOAI 4,agree disagree 17/14,center,https://www.allsides.com/news-source/woai-4-media-bias,17,14,0.5483870967741935,3.0
WOIO 19,agree disagree 25/22,center,https://www.allsides.com/news-source/woio-19-media-bias,25,22,0.5319148936170213,3.0
WOOD 8,agree disagree 21/24,center,https://www.allsides.com/news-source/wood-8-media-bias,21,24,0.4666666666666667,3.0
World Magazine,agree disagree 42/60,right,https://www.allsides.com/news-source/world-magazine-media-bias,42,60,0.4117647058823529,5.0
World Wildlife,agree disagree 58/61,center,https://www.allsides.com/news-source/world-wildlife-media-bias,58,61,0.48739495798319327,3.0
Worthy News,agree disagree 26/21,center,https://www.allsides.com/news-source/worthy-news-media-bias,26,21,0.5531914893617021,3.0
WOWK 13,agree disagree 12/13,center,https://www.allsides.com/news-source/wowk-13-media-bias,12,13,0.48,3.0
WPKY,agree disagree 8/9,center,https://www.allsides.com/news-source/wpky-media-bias,8,9,0.47058823529411764,3.0
WPRI 12,agree disagree 15/13,center,https://www.allsides.com/news-source/wpri-12-media-bias,15,13,0.5357142857142857,3.0
WPXI,agree disagree 1/1,center,https://www.allsides.com/news-source/wpxi-media-bias,1,1,0.5,3.0
WRAL,agree disagree 21/34,center,https://www.allsides.com/news-source/wral-media-bias,21,34,0.38181818181818183,3.0
Wrangell Sentinel,agree disagree 14/17,center,https://www.allsides.com/news-source/wrangell-sentinel-media-bias,14,17,0.45161290322580644,3.0
WRBI Radio,agree disagree 14/13,center,https://www.allsides.com/news-source/wrbi-radio-media-bias,14,13,0.5185185185185185,3.0
WRDE,agree disagree 17/19,center,https://www.allsides.com/news-source/wrde-media-bias,17,19,0.4722222222222222,3.0
WRDW,agree disagree 11/14,center,https://www.allsides.com/news-source/wrdw-media-bias,11,14,0.44,3.0
WRFA,agree disagree 4/6,center,https://www.allsides.com/news-source/wrfa-media-bias,4,6,0.4,3.0
WRKF,agree disagree 10/12,left-center,https://www.allsides.com/news-source/wrkf-media-bias,10,12,0.45454545454545453,2.0
WSAZ 3,agree disagree 12/16,center,https://www.allsides.com/news-source/wsaz-3-media-bias,12,16,0.42857142857142855,3.0
WSFA 12,agree disagree 9/13,center,https://www.allsides.com/news-source/wsfa-12-media-bias,9,13,0.4090909090909091,3.0
WTAJ,agree disagree 0/0,center,https://www.allsides.com/news-source/wtaj-media-bias,0,0,,3.0
WTKR 3,agree disagree 16/16,center,https://www.allsides.com/news-source/wtkr-3-media-bias,16,16,0.5,3.0
WTMJ 4 Milwaukee,agree disagree 20/26,center,https://www.allsides.com/news-source/wtmj-4-milwaukee-media-bias,20,26,0.43478260869565216,3.0
